ID,Costo,Descuento,Peso,Tiempo_Exacto
4738,188,6,5894,1
4739,244,10,4064,1
4740,233,7,5787,0
4741,144,6,4163,0
4742,221,6,5289,0
4743,267,2,5062,1
4744,211,7,5178,0
4745,205,10,4923,0
4746,144,1,5307,0
4747,195,4,4614,0
4748,232,6,5139,0
4749,199,1,5865,0
4750,232,5,5338,0
4751,272,1,5983,1
4752,167,1,4344,0
4753,272,10,4070,0
4754,247,10,1556,0
4755,275,9,1215,1
4756,291,8,1131,0
4757,265,7,1404,1
4758,250,4,1163,1
4759,291,8,1275,0
4760,255,9,1197,0
4761,290,2,1867,1
4762,276,2,1411,1
4763,149,8,1136,0
4764,201,2,4984,0
4765,191,8,5667,1
4766,140,4,5924,1
4767,199,2,4902,1
4768,194,9,5804,0
4769,273,9,5724,0
4770,259,8,4672,0
4771,180,1,5088,0
4772,251,3,5347,1
4773,269,8,4811,0
4774,274,1,4632,0
4775,250,6,5565,0
4776,265,3,5241,0
4777,169,6,4385,0
4778,211,4,4354,1
4779,245,5,5324,1
4780,188,4,4433,0
4781,244,8,5715,1
4782,233,10,4626,0
4783,144,8,5867,1
4784,221,7,5320,0
4785,267,1,4195,1
4786,211,1,5144,0
4787,205,6,4254,0
4788,144,9,4428,1
4789,195,9,5829,0
4790,232,6,5285,1
4791,199,8,4140,0
4792,232,3,5718,1
4793,272,4,5112,0
4794,167,3,5894,1
4795,272,7,5257,1
4796,247,2,1326,0
4797,275,10,1141,1
4798,291,9,1413,0
4799,265,7,1644,1
4800,250,9,1327,0
4801,291,2,1216,1
4802,255,2,1385,0
4803,290,9,1339,0
4804,247,4,1476,1
4805,152,9,1993,0
4806,278,5,1572,1
4807,260,2,1131,0
4808,254,6,1335,0
4809,151,6,1803,0
4810,198,4,1913,1
4811,243,9,1353,1
4812,245,8,1403,0
4813,300,8,1301,1
4814,303,10,1003,0
4815,286,3,1670,0
4816,248,1,1163,1
4817,244,9,1789,1
4818,290,9,1885,0
4819,260,10,1832,1
4820,310,1,1105,1
4821,247,3,1616,1
4822,281,8,1241,1
4823,260,9,1800,0
4824,263,6,1153,0
4825,285,10,1428,0
4826,269,9,5133,1
4827,205,2,5671,0
4828,109,4,5746,0
4829,216,6,4535,0
4830,184,8,4994,0
4831,106,6,5984,0
4832,228,5,4456,1
4833,140,8,4956,0
4834,251,5,4206,0
4835,153,5,4578,1
4836,176,1,5793,0
4837,206,4,5194,1
4838,189,9,4690,0
4839,251,1,4165,1
4840,155,1,4360,1
4841,260,2,4687,1
4842,156,4,4821,0
4843,225,7,5241,1
4844,284,8,5346,1
4845,263,3,4474,1
4846,238,2,5512,0
4847,267,7,5292,0
4848,101,9,4860,0
4849,175,1,4872,0
4850,261,3,4119,0
4851,150,10,4799,1
4852,206,2,5829,1
4853,254,10,4827,0
4854,159,5,4985,1
4855,284,6,4575,0
4856,170,9,4112,0
4857,245,7,4297,0
4858,152,5,5191,0
4859,193,4,5757,1
4860,231,8,5743,1
4861,212,3,4896,0
4862,185,8,5449,1
4863,223,10,5560,1
4864,241,9,5360,0
4865,215,5,5552,1
4866,261,6,5920,0
4867,158,7,4344,1
4868,166,8,5871,0
4869,280,8,4525,0
4870,264,8,5831,0
4871,204,6,5612,0
4872,261,9,5306,1
4873,138,4,4225,0
4874,225,10,4829,1
4875,238,1,4753,0
4876,234,3,5142,1
4877,237,7,4785,0
4878,165,4,5924,1
4879,148,10,5939,1
4880,148,2,5821,1
4881,218,4,5086,1
4882,218,5,4364,1
4883,181,8,5106,0
4884,138,8,4932,1
4885,206,5,4022,0
4886,172,7,5165,0
4887,160,5,4343,0
4888,225,1,4328,1
4889,206,2,4014,1
4890,232,2,4545,1
4891,232,6,4050,0
4892,197,3,4865,0
4893,246,3,5013,0
4894,241,3,4047,0
4895,211,4,4032,0
4896,162,9,4903,0
4897,264,10,4265,0
4898,211,5,5087,0
4899,159,7,4063,0
4900,166,2,4562,1
4901,163,1,4584,0
4902,164,3,5735,0
4903,255,6,4044,1
4904,153,6,5748,0
4905,165,6,4445,0
4906,162,6,4505,1
4907,223,8,5318,0
4908,200,6,4751,1
4909,194,3,4435,1
4910,257,6,4897,1
4911,188,5,5250,0
4912,221,1,5391,0
4913,193,6,4855,1
4914,166,2,5710,1
4915,212,8,4239,0
4916,252,7,4507,0
4917,155,7,4221,1
4918,244,2,5365,1
4919,162,7,5719,1
4920,228,10,4854,1
4921,208,3,4837,1
4922,156,7,4293,0
4923,209,1,5779,1
4924,203,8,4450,1
4925,196,7,4622,0
4926,256,8,4398,0
4927,159,4,4816,0
4928,137,4,5888,0
4929,271,4,5775,0
4930,264,3,4056,1
4931,264,1,4518,0
4932,205,10,4178,1
4933,266,10,5858,0
4934,200,8,5206,1
4935,154,10,4361,1
4936,178,4,5119,1
4937,198,7,5768,1
4938,218,2,5973,0
4939,185,6,4238,1
4940,235,4,5498,0
4941,251,4,4156,1
4942,275,9,5168,1
4943,156,9,5237,0
4944,135,3,4938,0
4945,143,4,4283,0
4946,240,10,5277,0
4947,131,4,4600,1
4948,142,2,5692,0
4949,275,7,4597,0
4950,137,5,5914,1
4951,165,3,4235,0
4952,250,10,4277,0
4953,242,10,4721,0
4954,181,3,5620,1
4955,211,5,4812,0
4956,177,8,5878,1
4957,135,2,5860,0
4958,151,10,5414,1
4959,250,1,4343,0
4960,191,10,4933,1
4961,158,2,4303,1
4962,229,1,5670,0
4963,169,6,4168,1
4964,164,7,4540,1
4965,177,6,5566,0
4966,193,8,4715,1
4967,198,1,4090,0
4968,268,2,4746,1
4969,269,8,5910,0
4970,275,3,4824,0
4971,233,5,5330,0
4972,259,3,4770,1
4973,239,8,5791,1
4974,134,3,5232,0
4975,131,7,4471,0
4976,194,10,5995,0
4977,261,2,4954,1
4978,254,7,5820,0
4979,161,2,5734,0
4980,227,7,4414,0
4981,165,10,4208,0
4982,156,9,5313,1
4983,262,9,5097,0
4984,263,4,4150,1
4985,196,1,5172,1
4986,152,3,1340,0
4987,278,10,1508,1
4988,260,1,1726,0
4989,254,7,1674,0
4990,151,2,1150,0
4991,198,6,1996,0
4992,243,9,1258,1
4993,245,10,1448,0
4994,268,6,5603,0
4995,269,6,4260,1
4996,275,10,5674,1
4997,233,7,5323,1
4998,259,6,4840,1
4999,239,7,4501,1
5000,134,8,4950,0
5001,131,5,4149,1
5002,194,9,4843,1
5003,261,1,4931,0
5004,254,7,5524,1
5005,161,6,5560,1
5006,227,7,4916,0
5007,165,10,4910,0
5008,156,2,5467,0
5009,262,5,5985,1
5010,263,3,5253,0
5011,196,10,4194,1
5012,152,6,1711,0
5013,278,8,1909,1
5014,260,10,1799,0
5015,254,4,1392,0
5016,151,3,1353,1
5017,198,6,1730,1
5018,285,7,1666,1
5019,306,5,1467,0
5020,291,5,1327,0
5021,292,8,1925,0
5022,293,3,1969,0
5023,275,3,1182,0
5024,274,6,1066,0
5025,310,7,1294,0
5026,292,4,1762,1
5027,256,1,1980,0
5028,295,5,1239,0
5029,149,5,1023,0
5030,294,2,1273,1
5031,281,7,1599,1
5032,294,6,1112,0
5033,249,8,1274,0
5034,276,6,1005,1
5035,284,8,1148,1
5036,134,1,1008,0
5037,271,1,1733,0
5038,244,1,1406,1
5039,264,10,1960,0
5040,275,8,1553,1
5041,310,7,1989,0
5042,301,3,1586,0
5043,247,9,1011,0
5044,224,9,5603,1
5045,242,6,5635,0
5046,145,2,5209,0
5047,150,5,4140,0
5048,266,4,5905,0
5049,260,4,5580,0
5050,259,5,4435,1
5051,192,10,4068,0
5052,149,5,4805,1
5053,133,1,5274,1
5054,145,3,5424,1
5055,186,1,5922,1
5056,267,8,5786,1
5057,157,2,5684,0
5058,174,3,5920,0
5059,216,4,5984,0
5060,143,2,4693,0
5061,135,3,4939,1
5062,222,4,5919,0
5063,140,1,4053,0
5064,209,9,5131,0
5065,162,4,4495,0
5066,152,6,5596,0
5067,236,9,4725,0
5068,192,10,4691,0
5069,233,4,4140,0
5070,156,2,4190,1
5071,257,7,4133,0
5072,228,4,4750,0
5073,262,9,5008,0
5074,203,2,4647,1
5075,217,3,5966,0
5076,197,6,5919,0
5077,217,9,4306,0
5078,200,4,4918,0
5079,181,10,4541,1
5080,212,2,4353,1
5081,217,4,5588,0
5082,240,2,5215,0
5083,161,9,4865,1
5084,157,6,5611,0
5085,133,4,5180,1
5086,138,2,5593,0
5087,158,1,5089,1
5088,243,2,5734,1
5089,189,2,4718,0
5090,272,4,4632,0
5091,168,6,5488,1
5092,157,10,5041,1
5093,217,6,5182,0
5094,237,8,5432,0
5095,133,9,4145,0
5096,243,1,5840,1
5097,273,2,4186,1
5098,202,6,5230,1
5099,240,7,4409,1
5100,275,6,5148,0
5101,274,5,4710,1
5102,272,4,5654,0
5103,126,2,5461,0
5104,215,10,5194,1
5105,175,8,4269,0
5106,149,5,5456,1
5107,145,1,4346,1
5108,257,3,5656,1
5109,136,10,4299,1
5110,163,6,4349,0
5111,256,7,5013,1
5112,141,7,4954,1
5113,196,4,4203,1
5114,154,5,5528,0
5115,197,2,4678,1
5116,207,1,4369,0
5117,258,5,5664,0
5118,270,7,4690,1
5119,139,9,5070,1
5120,197,4,5423,0
5121,176,9,5656,0
5122,206,5,5676,1
5123,176,6,5061,0
5124,208,6,4226,1
5125,154,1,5746,1
5126,206,7,5203,0
5127,253,8,5476,1
5128,270,2,5272,0
5129,271,3,4006,1
5130,108,4,5924,1
5131,172,7,4559,0
5132,265,5,4951,1
5133,208,7,5401,0
5134,261,3,4885,1
5135,197,1,5211,0
5136,240,4,5101,0
5137,273,1,4857,0
5138,180,1,5940,1
5139,136,7,4305,1
5140,222,10,4579,1
5141,231,9,5528,0
5142,240,8,4558,0
5143,152,10,5974,0
5144,206,2,5627,1
5145,274,10,4798,1
5146,97,7,5509,1
5147,243,10,4076,0
5148,106,7,4621,0
5149,241,2,5587,1
5150,217,1,5761,1
5151,241,5,5080,0
5152,213,6,5447,0
5153,134,10,4200,0
5154,162,8,4972,0
5155,193,7,5552,1
5156,138,9,5297,1
5157,181,2,5324,0
5158,274,10,4361,0
5159,254,3,4930,0
5160,196,10,5111,0
5161,157,6,4964,0
5162,130,3,4317,0
5163,273,7,5491,0
5164,154,9,5489,1
5165,166,8,4758,0
5166,171,8,4227,0
5167,177,2,5618,1
5168,195,3,5785,0
5169,269,9,5517,0
5170,196,4,4634,1
5171,244,7,5140,1
5172,137,1,5490,1
5173,201,6,5165,1
5174,211,7,5185,0
5175,266,4,4195,0
5176,222,2,5953,1
5177,241,6,4412,1
5178,226,8,5225,0
5179,254,3,4072,0
5180,222,8,4950,0
5181,148,5,4892,0
5182,194,3,5916,1
5183,177,7,5599,1
5184,150,6,5854,1
5185,111,4,4245,1
5186,172,3,5064,1
5187,234,3,5438,0
5188,257,10,5180,1
5189,221,3,5005,1
5190,171,8,4699,0
5191,231,4,5825,0
5192,187,9,5326,0
5193,233,8,5076,1
5194,268,3,4834,0
5195,262,9,4941,0
5196,284,8,4562,1
5197,259,5,4664,0
5198,221,10,5473,0
5199,271,6,4547,1
5200,249,2,4397,1
5201,259,5,4315,0
5202,176,5,5316,1
5203,139,6,4942,1
5204,243,8,4959,0
5205,248,5,5946,0
5206,247,4,5891,1
5207,230,10,5619,1
5208,134,8,5016,0
5209,184,8,4667,0
5210,263,6,5445,0
5211,121,4,4814,0
5212,160,3,5807,0
5213,229,3,5340,0
5214,306,4,1739,1
5215,291,8,1019,0
5216,292,10,1321,1
5217,293,2,1494,0
5218,275,9,1585,0
5219,274,2,1833,1
5220,310,5,1975,0
5221,292,10,1270,0
5222,256,10,1686,0
5223,234,5,5213,0
5224,257,1,4924,0
5225,221,1,4948,0
5226,171,2,5921,1
5227,231,1,5917,1
5228,187,8,5164,0
5229,233,10,5289,0
5230,268,2,4348,0
5231,262,9,4404,1
5232,284,5,5479,0
5233,259,4,4259,0
5234,221,7,5743,1
5235,271,10,4305,1
5236,249,8,5000,1
5237,259,1,4608,0
5238,176,7,4276,0
5239,139,1,5502,1
5240,243,2,5827,1
5241,248,10,5567,1
5242,247,6,4873,0
5243,230,3,5391,0
5244,134,5,5783,1
5245,184,10,4931,0
5246,263,10,4680,0
5247,121,4,5833,0
5248,160,4,5132,0
5249,229,2,5378,1
5250,306,2,1281,0
5251,291,7,1046,0
5252,292,9,1056,1
5253,293,1,1278,0
5254,275,10,1266,1
5255,274,10,1174,0
5256,310,4,1806,0
5257,292,10,1969,1
5258,275,5,1228,0
5259,310,8,1860,1
5260,281,8,1987,1
5261,256,5,1033,1
5262,304,2,1749,0
5263,285,6,1582,0
5264,283,6,1882,1
5265,304,4,1236,1
5266,282,3,1661,0
5267,304,6,1178,1
5268,301,3,1844,1
5269,296,6,1005,1
5270,264,1,1660,1
5271,306,6,1461,0
5272,243,6,1362,1
5273,286,9,1418,0
5274,247,1,1668,0
5275,292,5,1932,1
5276,281,9,1715,1
5277,294,4,1302,0
5278,279,3,1499,0
5279,298,9,1629,0
5280,248,6,1997,1
5281,261,3,1217,1
5282,136,3,1370,0
5283,259,1,1271,0
5284,292,7,1094,1
5285,305,6,1873,0
5286,304,9,1392,0
5287,218,4,5142,0
5288,268,6,4681,1
5289,110,3,4124,0
5290,248,1,5198,0
5291,194,4,5780,1
5292,151,10,5643,1
5293,205,6,4853,0
5294,275,5,4163,1
5295,229,10,5149,0
5296,169,4,5716,0
5297,137,8,4980,1
5298,263,3,4181,0
5299,187,1,4181,0
5300,287,6,5889,0
5301,134,5,5230,0
5302,244,3,4015,0
5303,229,8,5868,0
5304,203,2,4845,0
5305,183,8,4422,0
5306,146,4,4348,1
5307,252,1,5676,1
5308,133,7,4314,0
5309,207,7,4816,1
5310,243,8,5705,1
5311,219,7,5573,1
5312,182,3,5510,1
5313,257,5,5084,0
5314,256,4,5469,0
5315,181,1,4971,1
5316,219,6,4893,1
5317,227,3,4375,0
5318,232,8,5146,0
5319,143,4,4401,0
5320,274,7,5517,0
5321,186,2,4430,0
5322,273,3,5163,1
5323,199,7,5258,1
5324,238,5,4724,1
5325,175,4,5784,0
5326,252,2,5476,0
5327,250,5,5621,1
5328,254,10,5608,0
5329,201,2,5115,0
5330,234,9,5548,0
5331,164,2,5008,0
5332,197,2,4326,0
5333,158,7,4460,0
5334,158,4,5335,0
5335,111,8,4575,0
5336,215,2,4731,1
5337,233,9,4293,1
5338,204,8,5614,0
5339,254,10,5718,1
5340,162,1,5537,0
5341,249,9,4396,0
5342,151,7,5154,1
5343,243,6,4573,0
5344,181,4,5078,0
5345,241,4,5942,1
5346,175,2,5740,1
5347,191,10,5073,0
5348,260,10,4919,0
5349,263,9,4390,0
5350,254,10,4230,1
5351,103,2,4860,0
5352,254,2,5655,1
5353,235,9,5549,0
5354,167,1,4621,1
5355,140,3,4191,1
5356,231,2,4940,0
5357,144,8,5760,1
5358,183,2,4533,1
5359,149,3,5542,0
5360,145,8,5645,1
5361,223,4,5062,1
5362,251,10,4898,1
5363,240,9,5170,1
5364,226,5,4833,0
5365,200,5,5072,1
5366,213,4,5996,0
5367,166,10,5258,0
5368,203,7,5289,0
5369,175,9,5643,1
5370,197,6,5826,0
5371,158,5,5782,0
5372,257,7,5325,1
5373,183,3,4042,0
5374,254,8,4890,1
5375,219,10,4390,1
5376,271,3,5831,1
5377,236,5,5266,0
5378,170,6,5258,1
5379,203,2,4190,1
5380,258,5,4314,1
5381,228,4,4783,1
5382,251,8,4877,0
5383,166,4,4254,1
5384,147,4,5042,0
5385,248,5,4271,1
5386,238,7,5254,0
5387,219,7,4604,0
5388,226,6,4700,1
5389,211,7,4733,0
5390,139,6,5721,0
5391,137,2,5804,1
5392,222,7,4343,0
5393,257,1,5331,1
5394,186,5,5239,0
5395,262,4,5085,0
5396,248,5,4781,1
5397,245,5,5663,0
5398,202,6,5107,0
5399,279,2,5405,0
5400,263,6,4505,1
5401,227,9,4647,0
5402,245,8,4129,1
5403,142,7,4594,1
5404,192,6,4037,1
5405,190,4,4102,1
5406,146,4,5817,0
5407,161,3,4391,1
5408,192,1,4180,1
5409,267,5,5528,0
5410,186,9,5592,1
5411,149,8,4209,0
5412,246,2,5473,1
5413,177,3,5527,0
5414,199,8,4463,0
5415,247,3,4698,1
5416,157,2,4343,1
5417,202,9,4322,0
5418,150,6,5787,1
5419,209,3,4348,0
5420,223,6,5977,0
5421,234,8,4839,1
5422,147,5,4012,0
5423,201,3,5771,0
5424,134,10,5279,1
5425,229,3,4352,1
5426,200,3,5583,1
5427,239,4,4756,0
5428,237,2,4541,0
5429,121,10,4790,0
5430,156,6,5255,1
5431,195,9,5577,0
5432,261,9,5515,0
5433,255,9,5936,1
5434,212,9,5791,0
5435,241,8,5206,1
5436,266,4,5928,1
5437,253,8,5652,0
5438,192,10,5190,0
5439,263,7,4041,1
5440,198,6,5380,0
5441,225,6,5274,1
5442,209,3,4184,0
5443,222,3,4068,0
5444,162,7,5971,0
5445,217,6,5518,0
5446,252,7,5328,1
5447,236,4,4248,0
5448,113,1,5610,1
5449,157,9,5354,1
5450,169,4,5683,0
5451,268,9,4152,1
5452,259,7,4408,0
5453,135,5,4716,0
5454,196,7,5380,0
5455,132,1,4233,0
5456,256,9,5750,0
5457,240,9,4436,1
5458,225,7,4009,1
5459,205,3,5182,0
5460,146,10,5805,0
5461,281,4,1480,0
5462,256,2,1752,1
5463,304,2,1256,1
5464,285,9,1180,0
5465,283,8,1578,0
5466,304,6,1890,1
5467,282,4,1716,0
5468,304,6,1184,0
5469,301,3,1628,0
5470,296,10,1230,1
5471,264,1,1039,1
5472,306,9,1595,0
5473,241,4,4493,1
5474,266,8,4889,0
5475,253,6,5892,0
5476,192,3,4922,0
5477,263,7,4243,1
5478,198,9,5730,1
5479,225,5,5997,0
5480,209,6,5095,1
5481,222,8,4650,1
5482,162,1,4480,0
5483,217,4,4380,1
5484,252,10,5495,0
5485,236,8,4132,0
5486,113,10,4053,1
5487,157,1,4631,1
5488,169,2,4188,0
5489,268,2,4459,1
5490,259,4,5102,0
5491,135,8,4901,0
5492,196,6,4258,0
5493,132,6,4392,0
5494,256,4,5368,1
5495,240,9,4908,0
5496,225,9,4947,1
5497,205,2,4270,0
5498,146,10,4472,1
5499,281,1,1215,1
5500,256,9,1676,0
5501,304,7,1226,1
5502,285,6,1016,1
5503,283,10,1722,1
5504,304,6,1864,1
5505,282,8,1553,0
5506,304,10,1254,1
5507,301,7,1209,1
5508,296,4,1446,0
5509,264,4,1822,1
5510,304,6,1342,0
5511,305,8,1015,0
5512,309,7,1941,0
5513,266,6,1312,1
5514,233,2,1809,0
5515,287,2,1437,0
5516,268,10,1170,0
5517,290,2,1070,1
5518,291,4,1248,1
5519,227,2,1965,0
5520,222,9,1321,0
5521,301,2,1943,0
5522,304,10,1983,1
5523,133,2,1212,1
5524,218,5,1238,0
5525,304,8,1949,1
5526,260,9,1698,1
5527,252,9,1460,0
5528,253,5,1812,0
5529,248,6,1851,0
5530,237,4,1733,1
5531,264,5,1399,0
5532,308,1,1216,1
5533,270,10,1211,0
5534,269,6,1822,1
5535,271,9,1302,0
5536,244,3,1418,1
5537,245,8,1904,0
5538,219,5,1388,1
5539,257,4,1929,1
5540,226,4,5048,0
5541,200,5,5783,0
5542,260,3,5801,0
5543,142,7,5346,0
5544,193,3,5888,0
5545,180,1,4655,1
5546,232,8,5298,1
5547,148,1,4133,1
5548,205,9,4277,0
5549,212,3,4811,0
5550,168,9,5235,1
5551,145,2,4232,1
5552,253,9,5979,1
5553,143,6,4253,0
5554,267,9,4720,1
5555,123,5,5323,1
5556,106,4,4180,0
5557,249,3,4129,1
5558,178,5,4369,0
5559,148,1,4243,0
5560,144,6,5197,1
5561,249,2,5572,1
5562,128,9,5143,1
5563,228,1,5573,0
5564,242,10,5559,1
5565,272,1,4933,1
5566,173,8,4893,0
5567,189,7,4329,0
5568,245,3,4000,0
5569,211,5,5757,1
5570,214,1,4391,0
5571,215,1,5669,0
5572,248,1,5703,0
5573,225,2,4284,0
5574,120,7,4381,1
5575,243,8,4133,1
5576,214,10,4794,0
5577,144,8,5221,1
5578,242,10,5493,1
5579,160,3,4648,1
5580,139,3,4433,1
5581,221,8,5971,0
5582,266,7,5712,1
5583,140,10,4528,0
5584,134,1,5209,1
5585,260,7,5738,0
5586,261,4,5349,0
5587,274,7,4929,0
5588,263,3,4020,0
5589,189,9,5838,1
5590,257,3,5394,0
5591,195,1,4482,0
5592,201,5,5733,1
5593,264,9,5186,0
5594,180,10,4024,0
5595,220,6,5572,1
5596,113,6,5509,1
5597,168,9,5684,0
5598,251,9,4298,1
5599,245,2,4835,1
5600,164,1,4365,1
5601,232,4,5806,1
5602,138,2,5358,0
5603,233,3,5740,1
5604,150,1,4711,1
5605,253,7,5846,0
5606,179,5,4061,1
5607,135,4,5405,0
5608,166,9,5853,1
5609,196,5,4342,1
5610,238,4,4337,1
5611,159,6,4044,0
5612,226,3,4208,1
5613,182,6,5398,0
5614,173,4,5265,1
5615,257,5,4130,1
5616,223,9,5653,0
5617,194,3,5174,0
5618,281,10,5675,0
5619,236,1,5711,0
5620,165,6,4795,1
5621,200,8,4222,0
5622,168,2,4541,1
5623,266,5,5209,0
5624,226,1,5576,0
5625,143,5,5612,1
5626,116,2,5602,1
5627,139,9,4446,1
5628,248,2,4700,0
5629,135,5,5834,0
5630,265,9,4106,0
5631,175,2,4995,1
5632,256,1,4435,1
5633,217,3,5925,0
5634,203,8,4443,0
5635,145,5,5513,0
5636,268,9,4215,0
5637,206,10,4437,0
5638,215,10,4198,1
5639,177,5,4382,0
5640,183,3,5538,0
5641,227,6,4618,0
5642,209,1,5057,0
5643,193,5,5090,1
5644,144,5,4380,1
5645,192,3,4130,1
5646,247,5,5725,0
5647,199,6,5207,0
5648,273,10,5756,1
5649,232,4,4662,1
5650,214,6,5319,0
5651,156,10,5086,0
5652,200,5,5108,0
5653,196,9,4741,1
5654,189,7,5830,1
5655,266,3,4030,0
5656,198,2,5725,1
5657,144,2,4978,0
5658,217,6,5891,1
5659,169,4,4541,0
5660,153,1,4608,0
5661,152,5,5324,0
5662,245,4,4627,0
5663,237,2,5277,0
5664,266,8,5516,0
5665,216,1,4458,1
5666,186,4,5501,1
5667,280,4,5192,0
5668,229,1,4869,0
5669,225,3,5529,0
5670,149,7,4357,0
5671,200,6,4401,1
5672,246,1,5815,1
5673,150,1,4742,0
5674,175,9,5797,0
5675,141,10,5775,0
5676,102,9,4111,0
5677,209,8,4367,0
5678,287,6,5282,0
5679,212,3,5761,1
5680,205,1,5407,0
5681,180,10,4200,0
5682,229,1,5660,0
5683,182,6,4112,1
5684,183,4,4789,0
5685,212,10,5759,0
5686,235,2,4689,0
5687,210,9,5081,1
5688,111,7,4424,0
5689,270,7,5149,0
5690,135,4,4684,0
5691,143,10,5021,0
5692,216,5,5059,0
5693,136,10,5308,0
5694,145,10,5696,0
5695,142,4,5116,1
5696,175,7,4874,1
5697,183,5,5329,1
5698,191,2,4956,1
5699,247,9,4157,0
5700,170,2,5662,1
5701,275,5,5393,1
5702,147,8,5882,0
5703,188,6,4174,1
5704,248,4,5587,0
5705,245,8,4594,1
5706,164,3,4454,0
5707,260,3,4661,1
5708,149,9,4605,0
5709,174,3,4132,0
5710,242,1,5682,1
5711,134,7,4933,1
5712,189,3,5193,0
5713,263,7,5216,1
5714,280,8,5858,1
5715,258,3,4538,1
5716,179,1,5242,1
5717,250,10,5306,1
5718,212,5,4774,1
5719,236,4,4257,1
5720,239,6,5023,1
5721,305,3,1276,0
5722,309,5,1712,0
5723,266,8,1983,1
5724,233,6,1495,0
5725,287,4,1509,1
5726,268,7,1274,0
5727,290,10,1366,0
5728,291,6,1135,0
5729,227,3,1687,0
5730,175,5,4194,0
5731,183,6,5015,0
5732,191,4,4243,1
5733,247,10,5749,1
5734,170,2,4214,1
5735,275,7,4619,0
5736,147,7,4865,0
5737,188,4,4632,0
5738,248,6,5281,0
5739,245,4,4719,1
5740,164,7,4657,0
5741,260,9,5886,1
5742,149,8,5460,1
5743,174,7,4318,1
5744,242,2,5825,0
5745,134,4,5423,0
5746,189,4,4410,0
5747,263,9,5991,1
5748,280,2,5273,0
5749,258,8,5069,0
5750,179,5,4129,0
5751,250,4,4531,0
5752,212,7,5864,0
5753,236,10,4347,1
5754,239,4,4192,0
5755,305,7,1172,1
5756,309,6,1866,1
5757,266,2,1862,1
5758,233,7,1861,0
5759,287,4,1579,0
5760,268,2,1324,0
5761,290,6,1505,1
5762,244,10,1913,1
5763,245,2,1158,1
5764,219,5,1867,0
5765,257,4,1358,1
5766,250,2,1783,1
5767,249,2,1189,1
5768,259,2,1627,1
5769,266,3,1503,1
5770,244,4,1648,1
5771,239,7,1934,0
5772,270,6,1520,0
5773,270,10,1199,1
5774,257,1,1957,1
5775,243,4,1633,1
5776,264,10,1659,1
5777,224,6,1049,1
5778,304,8,1755,1
5779,243,8,1922,0
5780,272,5,1355,1
5781,269,4,1537,1
5782,267,7,1384,0
5783,251,2,1679,0
5784,249,3,1012,1
5785,284,6,1550,1
5786,254,3,1880,1
5787,269,5,1264,1
5788,265,9,1393,0
5789,220,6,1830,1
5790,217,4,1503,0
5791,285,2,1017,1
5792,265,3,1514,1
5793,240,1,1200,0
5794,247,1,5226,0
5795,179,8,4615,1
5796,142,9,5425,1
5797,207,6,4145,0
5798,183,7,5849,1
5799,167,2,5544,0
5800,175,2,5208,0
5801,183,8,5881,1
5802,176,10,5307,0
5803,187,7,5417,0
5804,143,8,4142,1
5805,136,7,5976,0
5806,178,3,5396,1
5807,208,6,4983,1
5808,171,1,5635,0
5809,197,5,4614,0
5810,179,7,5814,0
5811,197,4,5889,1
5812,285,2,4505,1
5813,141,9,5113,0
5814,274,5,4773,0
5815,287,3,4903,1
5816,218,4,4198,1
5817,213,6,5535,0
5818,207,1,5742,0
5819,273,7,4064,1
5820,185,6,5995,1
5821,192,4,5179,0
5822,276,3,4306,1
5823,229,1,5724,0
5824,248,3,5287,1
5825,267,2,5204,1
5826,272,9,5458,0
5827,153,8,5487,0
5828,246,7,5056,1
5829,261,9,4529,1
5830,207,3,5270,1
5831,133,8,4634,0
5832,269,6,5932,1
5833,251,8,5986,1
5834,252,3,4956,1
5835,135,4,5275,1
5836,273,1,4585,0
5837,168,3,4653,1
5838,233,6,4758,0
5839,133,3,4677,1
5840,147,10,5164,1
5841,249,8,5633,0
5842,259,3,4117,1
5843,194,10,5171,1
5844,134,7,4881,1
5845,98,5,4432,0
5846,138,10,5612,1
5847,193,4,5087,1
5848,184,7,4742,0
5849,172,7,5098,0
5850,248,2,4701,1
5851,114,5,5334,1
5852,201,2,4657,0
5853,206,2,4372,0
5854,185,10,5254,1
5855,272,5,4972,0
5856,266,6,4286,1
5857,203,9,5735,0
5858,218,2,4823,1
5859,279,8,4632,0
5860,159,4,4648,1
5861,138,5,5687,1
5862,224,7,5896,0
5863,269,4,4309,0
5864,121,4,5231,1
5865,134,2,4522,0
5866,259,4,5344,1
5867,206,8,4093,1
5868,209,6,5701,1
5869,145,1,5709,0
5870,164,8,5717,0
5871,133,6,5464,1
5872,178,5,5686,0
5873,175,3,4200,0
5874,242,8,4898,0
5875,202,8,4575,1
5876,176,6,5149,1
5877,203,1,5274,0
5878,207,5,5008,1
5879,268,1,4927,0
5880,244,6,5109,0
5881,134,10,4693,0
5882,143,1,4392,1
5883,246,2,5556,1
5884,157,7,5228,0
5885,169,10,5147,0
5886,231,6,4449,1
5887,262,1,5043,0
5888,227,10,4290,0
5889,162,7,5477,1
5890,148,4,4812,0
5891,138,8,4837,0
5892,255,3,4824,0
5893,218,2,5841,0
5894,260,2,4091,1
5895,142,5,5502,1
5896,257,5,4180,0
5897,252,1,4176,0
5898,151,1,4122,0
5899,190,8,4736,0
5900,137,7,4068,0
5901,164,7,5456,0
